,Company,Market_Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,Unnamed: 16,norm_name,match,match_score,comp_name,WikidataID,Des,Logo,employees_count,Market_Value_class,Revenue_class,Profits_class,Assets_class,Rank_class
65,Prudential,67.756,111.476,3.0766,655.094,66.0,Financials,Life_&_Health_Insurance,Europe,United_Kingdom,United Kingdom,,Mike Wells,http://www.forbes.com/companies/prudential/,0.004696425246,0.02759876565,,prudential,,0,,,,nan,,high,high,high,high,low
66,Ford_Motor,44.593,159.589,7.751,267.23,67.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,North America,United_States,Michigan,Michigan,James Hackett,http://www.forbes.com/companies/ford-motor/,0.02900497699,0.04856851036,,ford motor,foton motor,0,foton motor,http://www.wikidata.org/entity/Q814825,"Vehicle manufacturing company based in Changping, Beijing, China",https://upload.wikimedia.org/wikipedia/commons/f/fa/Foton_Motor_logo.svg,0.0,mid,high,high,high,low
67,IBM,132.316,80.057,5.682,125.285,67.0,Information Technology,Computer_Services,North America,United_States,New York,New York,Virginia Rometty,http://www.forbes.com/companies/ibm/,0.04535259608,0.07097443072,,ibm,ibm,1,ibm,http://www.wikidata.org/entity/Q37156,American multinational technology and consulting corporation,https://upload.wikimedia.org/wikipedia/commons/5/51/IBM_logo.svg,352600.0,high,high,high,mid,low
68,CVS_Health,65.482,185.944,6.648,135.139,69.0,Consumer Staples,Drug_Retail,North America,United_States,Rhode Island,Rhode Island,Larry Merlo,http://www.forbes.com/companies/cvs-health/,0.04919379306,0.03575269974,,cvs health,cvs health,1,cvs health,http://www.wikidata.org/entity/Q624375,company,https://upload.wikimedia.org/wikipedia/commons/9/9f/Cvs_health_logo14.png,300000.0,high,high,high,mid,low
69,Shanghai_Pudong_Development,50.739,48.301,8.1632,974.775,70.0,Financials,Major_Banks,Asia,China,China,,Guo Gao,http://www.forbes.com/companies/shanghai-pudong-development/,0.008374445385,0.1690068529,,shanghai pudong development,shanghai pudong development bank,0,shanghai pudong development bank,http://www.wikidata.org/entity/Q1479076,Chinese joint-stock commercial bank,https://upload.wikimedia.org/wikipedia/commons/3/35/PSD_Bank_Logo.svg,0.0,high,high,high,high,low
70,Commonwealth_Bank,93.505,33.038,7.6184,752.374,71.0,Financials,Major_Banks,Australia,Australia,Australia,,Matthew Comyn,http://www.forbes.com/companies/commonwealth-bank/,0.01012581509,0.2305950723,,commonwealth bank,commonwealth bank,1,commonwealth bank,http://www.wikidata.org/entity/Q285328,Australian multinational bank,https://upload.wikimedia.org/wikipedia/commons/7/73/Commonwealth_Bank_Logo.svg,52000.0,high,high,high,high,low
71,Walt_Disney,152.137,56.826,11.473,97.943,72.0,Consumer Discretionary,Broadcasting_&_Cable,North America,United_States,California,California,Robert Iger,http://www.forbes.com/companies/walt-disney/,0.1171395608,0.201897019,,walt disney,the walt disney company,0,the walt disney company,http://www.wikidata.org/entity/Q7414,American diversified multinational mass media corporation,https://upload.wikimedia.org/wikipedia/commons/4/44/The_Walt_Disney_Company_Logo.svg,201000.0,high,high,high,mid,low
72,Rosneft,68.972,94.789,3.9088,214.222,73.0,Energy,Oil_&_Gas_Operations,Asia,Russia,Russia,,Igor Sechin,http://www.forbes.com/companies/rosneft/,0.01824649196,0.04123685238,,rosneft,rosneft,1,rosneft,http://www.wikidata.org/entity/Q1141123,Russian energy company,https://upload.wikimedia.org/wikipedia/commons/3/39/Rosneft_logo.svg,334600.0,high,high,high,high,low
73,Enel,61.566,86.675,4.6336,193.638,75.0,Utilities,Electric_Utilities,Europe,Italy,Italy,,Francesco Starace,http://www.forbes.com/companies/enel/,0.02392918745,0.05345947505,,enel,enel,1,enel,http://www.wikidata.org/entity/Q651222,An Italian multinational manufacturer and distributor of electricity and gas.,https://upload.wikimedia.org/wikipedia/commons/2/22/Enel_Group_logo.svg,68961.0,high,high,high,high,low
74,Citic_Pacific,44.397,57.814,5.6336,962.064,76.0,Materials,Iron_&_Steel,Asia,Hong_Kong,Hong Kong,,Zhen Chang,http://www.forbes.com/companies/citic-pacific/,0.005855743485,0.09744352579,,citic pacific,first pacific,0,first pacific,http://www.wikidata.org/entity/Q305393,company,https://upload.wikimedia.org/wikipedia/commons/d/de/First_Pacific_logo.jpg,0.0,mid,high,high,high,low
75,Facebook,541.47,44.587,17.847,88.945,77.0,Information Technology,Computer_Services,North America,United_States,California,California,Mark Zuckerberg,http://www.forbes.com/companies/facebook/,0.2006520884,0.4002736224,,facebook,"facebook, inc.",0,"facebook, inc.",http://www.wikidata.org/entity/Q380,American social media and technology company,https://upload.wikimedia.org/wikipedia/commons/e/ec/Facebook%2C_Inc._Logo_2019.svg,44942.0,high,high,high,mid,low
76,MetLife,47.543,64.085,4.437,712.584,78.0,Financials,Diversified_Insurance,North America,United_States,New York,New York,Steven Kandarian,http://www.forbes.com/companies/metlife/,0.006226634334,0.06923617071,,metlife,metlife,1,metlife,http://www.wikidata.org/entity/Q607131,American insurance holding company,https://upload.wikimedia.org/wikipedia/commons/a/a5/MetLife-Logo.svg,0.0,high,high,high,high,low
77,Deutsche_Telekom,80.831,84.535,3.9027,179.078,79.0,Telecommunication Services,Telecommunications_services,Europe,Germany,Germany,,Timotheus HÃ¶ttges,http://www.forbes.com/companies/deutsche-telekom/,0.02179329678,0.04616667652,,deutsche telekom,deutsche telekom,1,deutsche telekom,http://www.wikidata.org/entity/Q9396,German telecommunications company,https://upload.wikimedia.org/wikipedia/commons/2/2e/Telekom_Logo_2013.svg,226291.0,high,high,high,mid,low
78,SAIC_Motor,63.835,136.567,5.4102,118.434,80.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,Asia,China,China,,Baiping Bian,http://www.forbes.com/companies/saic-motor/,0.04568113886,0.03961571976,,saic motor,saic motor,1,saic motor,http://www.wikidata.org/entity/Q910401,Chinese state-owned automotive design and manufacturing company,https://upload.wikimedia.org/wikipedia/commons/c/c3/SAIC_Motor_logo.png,0.0,high,high,high,mid,low
79,Alibaba,499.404,37.87,9.6174,114.005,81.0,Consumer Discretionary,Internet_&_Catalog_Retail,Asia,China,China,,Yong Zhang,http://www.forbes.com/companies/alibaba/,0.08435945792,0.2539582783,,alibaba,altaba,0,altaba,http://www.wikidata.org/entity/Q30321616,"American investment company, formerly known as Yahoo Inc.",https://upload.wikimedia.org/wikipedia/commons/2/2f/Altabalogo.png,0.0,high,high,high,mid,low
80,BASF,95.299,75.1,7.0678,98.947,82.0,Materials,Diversified_Chemicals,Europe,Germany,Germany,,Martin BrudermÃ¼ller,http://www.forbes.com/companies/basf/,0.07143015958,0.09411185087,,basf,basf,1,basf,http://www.wikidata.org/entity/Q9401,German chemical company with worldwide reach,https://upload.wikimedia.org/wikipedia/commons/9/9c/BASF-Logo_bw.svg,34484.0,high,high,high,mid,low
81,Reliance_Industries,93.066,60.757,5.596,125.165,83.0,Energy,Oil_&_Gas_Operations,Asia,India,India,,Mukesh Ambani,http://www.forbes.com/companies/reliance-industries/,0.04470898414,0.09210461346,,reliance industries,toray industries,0,toray industries,http://www.wikidata.org/entity/Q168115,company,https://upload.wikimedia.org/wikipedia/commons/c/c3/Toray_logo.svg,0.0,high,high,high,mid,low
82,China_State_Construction_Engineering,40.392,162.275,5.1306,257.557,84.0,Industrials,Construction_Services,Asia,China,China,,Xiang Wang,http://www.forbes.com/companies/china-state-construction-engineering/,0.01992025066,0.03161670005,,china state construction engineering,china energy engineering,0,china energy engineering,http://www.wikidata.org/entity/Q20724247,Chinese company,https://upload.wikimedia.org/wikipedia/commons/7/70/Energy_China_logo.png,0.0,mid,high,high,high,low
83,China_Citic_Bank,46.54,43.648,6.545,893.992,85.0,Financials,Regional_Banks,Asia,China,China,,Qing Guan,http://www.forbes.com/companies/china-citic-bank/,0.007321094596,0.1499495968,,china citic bank,china construction bank,0,china construction bank,http://www.wikidata.org/entity/Q26299,bank in the People's Republic of China,https://upload.wikimedia.org/wikipedia/commons/e/e6/China_Construction_Bank_logo.svg,369183.0,mid,high,high,high,low
84,Sony,59.896,77.089,4.4283,179.272,86.0,Consumer Discretionary,Consumer_Electronics,Asia,Japan,Japan,,Kenichiro Yoshida,http://www.forbes.com/companies/sony/,0.0247015708,0.05744399331,,sony,sony,1,sony,http://www.wikidata.org/entity/Q41187,Japanese multinational conglomerate corporation,https://upload.wikimedia.org/wikipedia/commons/c/ca/Sony_logo.svg,114400.0,high,high,high,mid,low
85,Westpac_Banking_Group,76.241,29.353,6.3989,668.765,87.0,Financials,Major_Banks,Australia,Australia,Australia,,Brian Hartzer,http://www.forbes.com/companies/westpac-banking/,0.009568233984,0.2179981603,,westpac banking group,starrag group,0,starrag group,http://www.wikidata.org/entity/Q1744154,,https://upload.wikimedia.org/wikipedia/commons/8/88/Starrag_Group_logo.svg,0.0,high,mid,high,high,low
86,Bank_of_Nova_Scotia,74.979,28.83,6.4541,752.457,88.0,Financials,Major_Banks,North America,Canada,Canada,,Brian Porter,http://www.forbes.com/companies/bank-of-nova-scotia/,0.008577367212,0.2238674991,,bank of nova scotia,bank of east asia,0,bank of east asia,http://www.wikidata.org/entity/Q806679,Hong Kong-based bank,https://upload.wikimedia.org/wikipedia/commons/5/57/Bank_of_East_Asia_Logo.svg,0.0,high,mid,high,high,low
87,British_American_Tobacco,119.987,26.132,48.3358,190.789,88.0,Consumer Staples,Tobacco,Europe,United_Kingdom,United Kingdom,,Nicandro Durante,http://www.forbes.com/companies/british-american-tobacco/,0.2533468911,1.849678555,,british american tobacco,,0,,,,nan,,high,mid,high,mid,low
88,China_Minsheng_Banking,43.524,42.743,7.354,954.04,90.0,Financials,Regional_Banks,Asia,China,China,,Qi Hong,http://www.forbes.com/companies/china-minsheng-banking/,0.00770827219,0.172051564,,china minsheng banking,chong hing bank,0,chong hing bank,http://www.wikidata.org/entity/Q5104600,Hong Kong-based bank,https://upload.wikimedia.org/wikipedia/commons/3/38/ChongHingBank_logo_%282014%29.svg,0.0,mid,high,high,high,low
89,Equinor,90.211,65.145,4.861,115.449,91.0,Energy,Oil_&_Gas_Operations,Europe,Norway,Norway,,Eldar SÃ¦tre,http://www.forbes.com/companies/equinor/,0.04210517198,0.07461815949,,equinor,equinor asa,0,equinor asa,http://www.wikidata.org/entity/Q1776022,Norwegian oil and gas company,https://upload.wikimedia.org/wikipedia/commons/c/c6/Equinor.svg,20000.0,high,high,high,mid,low
90,AIA_Group,111.406,31.917,6.1205,213.21,92.0,Financials,Life_&_Health_Insurance,Asia,Hong_Kong,Hong Kong,,Ng Keng Hooi,http://www.forbes.com/companies/aia-group/,0.02870643966,0.1917630103,,aia group,saab group,0,saab group,http://www.wikidata.org/entity/Q219501,aerospace and defense manufacturer,https://upload.wikimedia.org/wikipedia/commons/d/d9/Saab_wordmark_blue.svg,13757.0,high,high,high,high,low
91,Roche_Holding,189.692,54.151,8.771,78.682,93.0,Health Care,Pharmaceuticals,Europe,Switzerland,Switzerland,,Severin Schwan,http://www.forbes.com/companies/roche-holding/,0.1114740347,0.1619730014,,roche holding,ovb holding,0,ovb holding,http://www.wikidata.org/entity/Q318670,,https://upload.wikimedia.org/wikipedia/commons/2/2a/Logo_ovb_holding.svg,0.0,high,high,high,mid,low
92,Lloyds_Banking_Group,65.391,33.593,4.049,1098.581,94.0,Financials,Major_Banks,Europe,United_Kingdom,United Kingdom,,AntÃ³nio Horta-OsÃ³rio,http://www.forbes.com/companies/lloyds-banking-group/,0.003685663597,0.120531063,,lloyds banking group,shanks group,0,shanks group,http://www.wikidata.org/entity/Q2468914,European waste management company,https://upload.wikimedia.org/wikipedia/commons/3/38/SHANKS_LOGO_BLUE_LG.jpg,0.0,high,high,high,high,low
93,Eni,70.712,75.483,3.8654,143.132,95.0,Energy,Oil_&_Gas_Operations,Europe,Italy,Italy,,Claudio Descalzi,http://www.forbes.com/companies/eni/,0.02700584076,0.05120888147,,eni,engie,0,engie,http://www.wikidata.org/entity/Q13416787,French energy company,https://upload.wikimedia.org/wikipedia/commons/f/fa/ENGIE_ineo_logo.jpg,0.0,high,high,high,mid,low
94,Charter_Communications,64.782,42.074,9.908,146.151,96.0,Consumer Discretionary,Broadcasting_&_Cable,North America,United_States,Connecticut,Connecticut,Thomas Rutledge,http://www.forbes.com/companies/charter-communications/,0.06779289912,0.2354898512,,charter communications,charter communications,1,charter communications,http://www.wikidata.org/entity/Q2961234,American cable services provider,https://upload.wikimedia.org/wikipedia/commons/c/c8/Charter_Communications_logo.svg,0.0,high,high,high,mid,low
95,Nissan_Motor,39.72,106.866,7.3793,173.683,97.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,Asia,Japan,Japan,,Hiroto Saikawa,http://www.forbes.com/companies/nissan-motor/,0.04248717491,0.06905189677,,nissan motor,saic motor,0,saic motor,http://www.wikidata.org/entity/Q910401,Chinese state-owned automotive design and manufacturing company,https://upload.wikimedia.org/wikipedia/commons/c/c3/SAIC_Motor_logo.png,0.0,mid,high,high,mid,low
96,LukOil,60.435,99.902,7.1799,91.973,98.0,Energy,Oil_&_Gas_Operations,Asia,Russia,Russia,,Vagit Alekperov,http://www.forbes.com/companies/lukoil/,0.07806530177,0.07186943204,,lukoil,lukoil,1,lukoil,http://www.wikidata.org/entity/Q329347,Russian oil company,https://upload.wikimedia.org/wikipedia/commons/f/ff/Lukoil_company_logo.svg,101000.0,high,high,high,mid,low
97,United_Technologies,99.591,61.218,4.463,98.779,99.0,Industrials,Conglomerates,North America,United_States,Connecticut,Connecticut,Gregory Hayes,http://www.forbes.com/companies/united-technologies/,0.04518166817,0.07290339443,,united technologies,kpit technologies,0,kpit technologies,http://www.wikidata.org/entity/Q15822351,Indian multinational corporation,https://upload.wikimedia.org/wikipedia/commons/5/5b/KPIT_Technologies_New_Brand_Visual_Identity_2019.png,0.0,high,high,high,mid,low
98,Bayer,104.625,44.351,8.4222,92.726,100.0,Materials,Diversified_Chemicals,Europe,Germany,Germany,,Werner Baumann,http://www.forbes.com/companies/bayer/,0.09082889373,0.1898987621,,bayer,bayer,1,bayer,http://www.wikidata.org/entity/Q152051,"German multinational pharmaceutical, chemical, and agricultural biotechnology company",https://upload.wikimedia.org/wikipedia/commons/f/f7/Logo_Bayer.svg,103824.0,high,high,high,mid,low
99,AIRBUS,92.149,74.672,2.9765,138.333,101.0,Industrials,Aerospace_&_Defense,Europe,Netherlands,Netherlands,,Thomas Enders,http://www.forbes.com/companies/airbus/,0.02151691932,0.03986099207,,airbus,starbucks,0,starbucks,http://www.wikidata.org/entity/Q37158,American multinational coffee company,https://upload.wikimedia.org/wikipedia/commons/2/23/Starbucks_%2822331380%29.jpg,238000.0,high,high,high,mid,low
100,PepsiCo,138.141,64.038,4.882,81.887,102.0,Consumer Staples,Beverages,North America,United_States,New York,New York,Indra Nooyi,http://www.forbes.com/companies/pepsico/,0.0596187429,0.07623598488,,pepsico,pepsico,1,pepsico,http://www.wikidata.org/entity/Q334800,soft drink company,https://upload.wikimedia.org/wikipedia/commons/a/a6/PepsiCo_logo.svg,264000.0,high,high,high,mid,low
101,Unilever,155.786,60.587,6.8274,72.39,103.0,Consumer Staples,Household/Personal_Care,Europe,Netherlands,Netherlands,,Paulus Polman,http://www.forbes.com/companies/unilever/,0.09431413179,0.1126875402,,unilever,uniper,0,uniper,http://www.wikidata.org/entity/Q19839259,German energy company,https://upload.wikimedia.org/wikipedia/commons/9/97/Uniper_logo.svg,11780.0,high,high,high,mid,low
102,ANZ,61.245,28.739,5.2729,717.29,104.0,Financials,Major_Banks,Australia,Australia,Australia,,Shayne Elliott,http://www.forbes.com/companies/anz/,0.007351141101,0.1834754167,,anz,avanza,0,avanza,http://www.wikidata.org/entity/Q4827724,"stockbroker, brokerage firm, and bank in Sweden",https://upload.wikimedia.org/wikipedia/commons/f/f2/Avanza_logotyp.png,0.0,high,mid,high,high,low
103,Hon_Hai_Precision,49.49,154.711,4.5602,114.496,105.0,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Terry Gou,http://www.forbes.com/companies/hon-hai-precision/,0.03982846562,0.0294756029,,hon hai precision,,0,,,,nan,,high,high,high,mid,low
104,Tencent_Holdings,491.253,35.269,10.6055,85.177,105.0,Information Technology,Computer_Services,Asia,China,China,,Hua Ma,http://www.forbes.com/companies/tencent-holdings/,0.1245113117,0.3007031671,,tencent holdings,eneos holdings,0,eneos holdings,http://www.wikidata.org/entity/Q128577,Japanese petroleum company,https://upload.wikimedia.org/wikipedia/commons/5/54/ENEOS_logo.svg,40695.0,high,high,high,mid,low
105,BHP_Billiton,133.205,41.234,4.712,112.582,108.0,Materials,Diversified_Metals_&_Mining,Australia,Australia,Australia,,Mark Hurd,http://www.forbes.com/companies/bhp-billiton/,0.04185393757,0.1142746277,,bhp billiton,halliburton,0,halliburton,http://www.wikidata.org/entity/Q656165,American multinational corporation, provider of services and products to the energy industry,0.0,high,high,high,mid,low
