y_pred,ent idx,paper,title,venue,match_status
12,26271,https://dblp.org/rec/conf/amcc/JayaramanRYPT20,Efficient Behavior-aware Control of Automated Vehicles at Crosswalks using Minimal Information Pedestrian Prediction Model.,12,mismatch
21,26307,https://dblp.org/rec/conf/amcc/JiLMG21,Adaptive Neural Control for a Tilting Quadcopter with Finite-Time Convergence.,21,mismatch
6,26313,https://dblp.org/rec/conf/amcc/Jia020,Orbital Uncertainty Propagation via Multi-Element Arbitrary Polynomial Chaos.,6,mismatch
48,26320,https://dblp.org/rec/conf/amcc/JiaFTLHMWCQZYS20,Context-aware Route Recommendation with Weight Learning through Deep Neural Networks.,48,mismatch
21,26327,https://dblp.org/rec/conf/amcc/Jian0M21,Multi-Objective Optimization Approach to Pure Strategy Equilibria in Games with Imperfect Information.,21,mismatch
45,26331,https://dblp.org/rec/conf/amcc/JiangC21,Game Theoretic Control of Thermal Loads in Demand Response Aggregators.,45,mismatch
21,26332,https://dblp.org/rec/conf/amcc/JiangCHZ20,Optimized Control of Phase Change Material-Based Storage Integrated in Building Air-Distribution Systems.,21,mismatch
31,26374,https://dblp.org/rec/conf/amcc/Jin20,Constrained Crane Load Transferring and Lowering Under Uncalm Sea Conditions Using Adaptive Iterative Learning Control.,31,mismatch
45,26375,https://dblp.org/rec/conf/amcc/Jin20a,"Iterative Learning Control for Robot Manipulators with Non-Repetitive Reference Trajectory, Iteration Varying Trial Lengths, and Asymmetric Output Constraints.",45,mismatch
33,26384,https://dblp.org/rec/conf/amcc/JinKL20,"Games on Networks with Community Structure: Existence, Uniqueness and Stability of Equilibria.",33,mismatch
6,26385,https://dblp.org/rec/conf/amcc/JinKY20,Data-Driven Model Invalidation for Unknown Lipschitz Continuous Systems via Abstraction.,6,mismatch
28,26388,https://dblp.org/rec/conf/amcc/JinP20,Subgoal Learning via Operator Command Quantification for Human-Machine Shared Control Task Modeling.,28,mismatch
28,26429,https://dblp.org/rec/conf/amcc/Johnson20,Safe Motion Planning under Partial Observability with an Optimal Deterministic Planner.,28,mismatch
6,26486,https://dblp.org/rec/conf/amcc/JungT21,Optimal Data Rate Allocation for Dynamic Sensor Fusion over Resource Constrained Communication Networks.,6,mismatch
28,26491,https://dblp.org/rec/conf/amcc/KaayaWCC21,A Physics-based and Control-oriented Model for Dielectric Elastomer Tubular Actuator.,28,mismatch
6,26506,https://dblp.org/rec/conf/amcc/Kairuz0A21,Prescribed-Time Stabilization of Controllable Planar Systems Using Switched State Feedback.,6,mismatch
6,26512,https://dblp.org/rec/conf/amcc/Kalagarla0N21,Optimal Control of Discounted-Reward Markov Decision Processes Under Linear Temporal Logic Specifications.,6,mismatch
44,26513,https://dblp.org/rec/conf/amcc/KalatF20,A Feedback-Planning Scheme to Synthesize Control Functions.,44,mismatch
6,26526,https://dblp.org/rec/conf/amcc/KalurNB21,Robust Adaptive Dynamic Mode Decomposition for Reduce Order Modelling of Partial Differential Equations.,6,mismatch
28,26544,https://dblp.org/rec/conf/amcc/KamidiHGH21,Distributed Controllers for Human-Robot Locomotion: A Scalable Approach Based on Decomposition and Hybrid Zero Dynamics.,28,mismatch
28,26549,https://dblp.org/rec/conf/amcc/KampezidouRVM21,Online Adaptive Learning in Energy Trading Stackelberg Games with Time-Coupling Constraints.,28,mismatch
21,26558,https://dblp.org/rec/conf/amcc/KandelPPKCAJM20,Distributionally Robust Surrogate Optimal Control for Large-Scale Dynamical Systems.,21,mismatch
32,26574,https://dblp.org/rec/conf/amcc/KangSU20,Quaternion Based Nonlinear Trajectory Control of Quadrotors with Guaranteed Stability.,32,mismatch
28,26575,https://dblp.org/rec/conf/amcc/KangSW21,Constrained Attitude Control of Over-actuated Spacecraft Subject to Instrument Pointing Direction Deviation.,28,mismatch
6,26596,https://dblp.org/rec/conf/amcc/KapsikarSAKZ21,Controlling Fake News by Collective Tagging: A Branching Process Analysis.,6,mismatch
6,26612,https://dblp.org/rec/conf/amcc/KarimianT20,Bearing-Only Consensus and Formation Control under Directed Topologies.,6,mismatch
6,26613,https://dblp.org/rec/conf/amcc/KarimianT21,Bearing-Only Navigation with Field of View Constraints.,6,mismatch
6,26622,https://dblp.org/rec/conf/amcc/KarlssonS21,Adaptive Bid Shading Optimization of First-Price Ad Inventory.,6,mismatch
32,26640,https://dblp.org/rec/conf/amcc/KassarianREAC20,Convergent EKF-based control allocation: general formulation and application to a Control Moment Gyro cluster.,32,mismatch
6,26647,https://dblp.org/rec/conf/amcc/KatewaP21,Optimal Dynamic Load-Altering Attacks Against Power Systems.,6,mismatch
28,26648,https://dblp.org/rec/conf/amcc/KatirANLG21,Cascaded H-bridge Inverters for UPS Applications: Adaptive Backstepping Control and Formal Stability Analysis.,28,mismatch
28,26650,https://dblp.org/rec/conf/amcc/KatoM21,1D PDE Model for Thermal Dynamics in Fluid-Cooled Battery Packs: Numerical Methods and Sensor Placement.,28,mismatch
21,26661,https://dblp.org/rec/conf/amcc/KaushikY21,An Incremental Gradient Method for Large-scale Distributed Nonlinearly Constrained Optimization.,21,mismatch
21,26685,https://dblp.org/rec/conf/amcc/KeTS20,Down-hole Directional Drilling Dynamics Modeling Based on a Hybrid Modeling Method with Model Order Reduction.,21,mismatch
35,26696,https://dblp.org/rec/conf/amcc/KeilM0R20,Biased Kernel Density Estimators for Chance Constrained Optimal Control Problems.,35,mismatch
28,26698,https://dblp.org/rec/conf/amcc/KellerAA21,Time-Optimal Multi-Stage NMPC for In-Cycle Control of Free-Piston Linear Generators.,28,mismatch
21,26703,https://dblp.org/rec/conf/amcc/Kergus21,Data-driven control of infinite dimensional systems: Application to a continuous crystallizer.,21,mismatch
6,26726,https://dblp.org/rec/conf/amcc/KhajenejadJY21,Interval Observers for Simultaneous State and Model Estimation of Partially Known Nonlinear Systems.,6,mismatch
45,26737,https://dblp.org/rec/conf/amcc/KhalilJAK21,Health Monitoring of Mixed Autonomous and Human-driven Vehicle Platoon using Transmissibility Identification.,45,mismatch
45,26739,https://dblp.org/rec/conf/amcc/KhalilPAJ21,Health Monitoring of Actuators of Motion Systems Using Output-Only Measurements.,45,mismatch
28,26745,https://dblp.org/rec/conf/amcc/KhanZC20,Barrier Functions in Cascaded Controller: Safe Quadrotor Control.,28,mismatch
28,26801,https://dblp.org/rec/conf/amcc/KimGK21,Comparing Feedback Linearization and Adaptive Backstepping Control for Airborne Orientation of Agile Ground Robots using Wheel Reaction Torque.,28,mismatch
28,26822,https://dblp.org/rec/conf/amcc/KimO20,Testing-and-Evaluation Platform for Haptics-based Aerial Manipulation with Drones.,28,mismatch
33,26826,https://dblp.org/rec/conf/amcc/KimPFBD20,Optimal Operation of a Plug-in Hybrid Vehicle with Battery Thermal and Degradation Model.,33,mismatch
6,26843,https://dblp.org/rec/conf/amcc/KimWHSV21,Robust Vehicle Lane Keeping Control with Networked Proactive Adaptation.,6,mismatch
21,26871,https://dblp.org/rec/conf/amcc/KissaiMMT20,Optimization-Based Control Allocation for Driving/Braking Torque Vectoring in a Race Car.,21,mismatch
6,26883,https://dblp.org/rec/conf/amcc/KlettAYCF20,Bounding the State Covariance Matrix for Switched Linear Systems with Noise.,6,mismatch
6,26919,https://dblp.org/rec/conf/amcc/KoelewijnT20,Scheduling Dimension Reduction of LPV Models - A Deep Neural Network Approach.,6,mismatch
21,26925,https://dblp.org/rec/conf/amcc/KoenigKSD21,ARTMS: Enabling Autonomous Distributed Angles-Only Orbit Estimation for Spacecraft Swarms.,21,mismatch
14,26945,https://dblp.org/rec/conf/amcc/KohlerFZ21,An Approach to Design Distributed Logic Controllers for Large-Scale Manufacturing Systems.,14,mismatch
6,26949,https://dblp.org/rec/conf/amcc/KokolakisKV20,Bounded Rational Unmanned Aerial Vehicle Coordination for Adversarial Target Tracking.,6,mismatch
28,26967,https://dblp.org/rec/conf/amcc/Konda021,Modeling and Inverse Compensation of the Quasi-static Voltage-Strain Lonely Stroke and Hysteresis in Supercoiled Polymer Artificial Muscles.,28,mismatch
21,26983,https://dblp.org/rec/conf/amcc/KontoudisS21,Prediction of Acoustic Communication Performance in Marine Robots Using Model-Based Kriging.,21,mismatch
28,26985,https://dblp.org/rec/conf/amcc/KontoudisXV20,"Online, Model-Free Motion Planning in Dynamic Environments: An Intermittent, Finite Horizon Approach with Continuous-Time Q-Learning.",28,mismatch
6,26991,https://dblp.org/rec/conf/amcc/KooiMS21,Self-Triggered Control to Guarantee Forward Pre-Invariance with Uniformly Positive Inter-Event Times.,6,mismatch
6,27001,https://dblp.org/rec/conf/amcc/KordabadELG21,Reinforcement Learning based on Scenario-tree MPC for ASVs.,6,mismatch
28,27027,https://dblp.org/rec/conf/amcc/KouraniD21,Leveraging PID Gain Selection Towards Adaptive Backstepping Control for a Class of Second-Order Systems.,28,mismatch
28,27042,https://dblp.org/rec/conf/amcc/KrellKC20,Autonomous Water Surface Vehicle Metaheuristic Mission Planning using Self-generated Goals and Environmental Forecasts.,28,mismatch
28,27099,https://dblp.org/rec/conf/amcc/KuangSZGT21,Feedback-based Digital Higher-order Terminal Sliding Mode for 6-DOF Industrial Manipulators.,28,mismatch
28,27118,https://dblp.org/rec/conf/amcc/KumarBDSC020,Quaternion Feedback Based Autonomous Control of a Quadcopter UAV with Thrust Vectoring Rotors.,28,mismatch
6,27124,https://dblp.org/rec/conf/amcc/KumarGR21,Multi-Objective Logarithmic Extremum Seeking for Wind Turbine Power Capture with Load Reduction.,6,mismatch
28,27132,https://dblp.org/rec/conf/amcc/KumarPR20,Navigation of a Quadratic Potential with Star Obstacles.,28,mismatch
21,27133,https://dblp.org/rec/conf/amcc/KumarR21,Learning to Control Using a Convex Combination of Controllers.,21,mismatch
6,27139,https://dblp.org/rec/conf/amcc/KumaravelMA21,Decentralized Cooperative Merging of Platoons of Connected and Automated Vehicles at Highway On-Ramps.,6,mismatch
6,27157,https://dblp.org/rec/conf/amcc/KurthSS20,Optimal Trajectory Tracking for Population Dynamics with Input Constraints in Chemostat Reactor Applications.,6,mismatch
6,27159,https://dblp.org/rec/conf/amcc/Kurtz021,Trajectory Optimization for High-Dimensional Nonlinear Systems under STL Specifications.,6,mismatch
28,27160,https://dblp.org/rec/conf/amcc/KurtzW020,Robust Approximate Simulation for Hierarchical Control of Linear Systems under Disturbances.,28,mismatch
6,27168,https://dblp.org/rec/conf/amcc/Kuwaranancharoen20,On the Set of Possible Minimizers of a Sum of Known and Unknown Functions.,6,mismatch
6,27169,https://dblp.org/rec/conf/amcc/Kuwaranancharoen20a,Byzantine-Resilient Distributed Optimization of Multi-Dimensional Functions.,6,mismatch
6,27180,https://dblp.org/rec/conf/amcc/KyriakisPB20,Actuator Placement for Heterogeneous Complex Dynamical Networks with Long-Term Memory.,6,mismatch
6,27185,https://dblp.org/rec/conf/amcc/LP21,Modeling zebrafish geotaxis as a feedback control process.,6,mismatch
32,27199,https://dblp.org/rec/conf/amcc/LafmejaniFDB20,A Consensus Strategy for Decentralized Kinematic Control of Multi-Segment Soft Continuum Robots.,32,mismatch
33,27202,https://dblp.org/rec/conf/amcc/LaftchievRN21,Dynamic Thermal Comfort Optimization for Groups.,33,mismatch
32,27208,https://dblp.org/rec/conf/amcc/LaiAKJL20,Optimization of Current Excitation for Identification of Battery Electrochemical Parameters based on Analytic Sensitivity Expression.,32,mismatch
21,27222,https://dblp.org/rec/conf/amcc/LaleAHA21,Adaptive Control and Regret Minimization in Linear Quadratic Gaussian (LQG) Setting.,21,mismatch
7,27224,https://dblp.org/rec/conf/amcc/LamAJCO21,Offline multiobjective optimization for fast charging and reduced degradation in lithium ion battery cells.,7,mismatch
6,27270,https://dblp.org/rec/conf/amcc/LasieckaR21,Stabilization of a nonlinear structural acoustic interaction.,6,mismatch
6,27281,https://dblp.org/rec/conf/amcc/LaurentC21,Coupled Sensor Configuration and Path-Planning in Unknown Static Environments.,6,mismatch
28,27283,https://dblp.org/rec/conf/amcc/LauroKRS21,Covid-19 and Flattening the Curve: a Feedback Control Perspective.,28,mismatch
28,27287,https://dblp.org/rec/conf/amcc/LavaeiHDB21,Constraint Enforcement via Tube-Based MPC Exploiting Switching Restrictions.,28,mismatch
6,27311,https://dblp.org/rec/conf/amcc/LazarP21,Optimal Tolling for Multitype Mixed Autonomous Traffic Networks.,6,mismatch
28,27318,https://dblp.org/rec/conf/amcc/LeNN21,An Efficient Adaptive Sampling Approach for Mobile Robotic Sensor Networks using Proximal ADMM.,28,mismatch
6,27322,https://dblp.org/rec/conf/amcc/LeT21,Hybrid Heavy-Ball Systems: Reset Methods for Optimization with Uncertainty.,6,mismatch
21,27333,https://dblp.org/rec/conf/amcc/LedererHH20,Confidence Regions for Simulations with Learned Probabilistic Models.,21,mismatch
6,27349,https://dblp.org/rec/conf/amcc/Lee20a,Identifiability of a Series of Discrete Process Cycles Based on Multirate Data.,6,mismatch
28,27354,https://dblp.org/rec/conf/amcc/LeeB0Z20,Disassembly Sequence Planning Considering Human-Robot Collaboration.,28,mismatch
21,27362,https://dblp.org/rec/conf/amcc/LeeC20,Joint Decision and Fault Estimation for Formation Control of Interconnected UAVs.,21,mismatch
22,27390,https://dblp.org/rec/conf/amcc/LeeJK21,A Hybrid Mechanistic Data-Driven Approach for Modeling Uncertain Intracellular Signaling Pathways.,22,mismatch
6,27441,https://dblp.org/rec/conf/amcc/LeiYHDD21,A decomposition multi-objective optimization method based on dynamic weight adjustment for infrared thermal image defect feature adaptive extraction method.,6,mismatch
21,27474,https://dblp.org/rec/conf/amcc/LeuZST21,Efficient Robot Motion Planning via Sampling and Optimization.,21,mismatch
6,27475,https://dblp.org/rec/conf/amcc/LeungLK21,A Computable Plant-Optimizer Region of Attraction Estimate for Time-distributed Linear Model Predictive Control.,6,mismatch
32,27477,https://dblp.org/rec/conf/amcc/LeungZ20,A Stochastic Control Approach to Futures Trading with Regime Switching.,32,mismatch
45,27504,https://dblp.org/rec/conf/amcc/LiAD21,"Frontiers in Scalable Distributed Control: SLS, MPC, and Beyond.",45,mismatch
48,27515,https://dblp.org/rec/conf/amcc/LiC20,Guaranteed-Safe Approximate Reachability via State Dependency-Based Decomposition.,48,mismatch
28,27521,https://dblp.org/rec/conf/amcc/LiCLD20,Shared Steering Control of Tire Blowout for Ground Vehicles.,28,mismatch
6,27547,https://dblp.org/rec/conf/amcc/LiFVS20,D-SOP: Distributed Second Order Proximal Method for Convex Composite Optimization.,6,mismatch
21,27562,https://dblp.org/rec/conf/amcc/LiHLG20,Unpredictable Trajectory Design for Mobile Agents.,21,mismatch
21,27575,https://dblp.org/rec/conf/amcc/LiJG21,Boundary Feedback Stabilization of a One-dimensional Wave Equation with Velocity Recirculation and Matched Disturbance.,21,mismatch
6,27578,https://dblp.org/rec/conf/amcc/LiJW021,Consensus and Approximation-based Distribution Statistics in Network Systems.,6,mismatch
6,27584,https://dblp.org/rec/conf/amcc/LiKG21,A Failure Mode Reconfiguration Strategy Based on Constraint Admissible and Recoverable Sets.,6,mismatch
21,27639,https://dblp.org/rec/conf/amcc/LiR21,Fractional Order System Identification with Occupation Kernel Regression.,21,mismatch
6,27659,https://dblp.org/rec/conf/amcc/LiT20,Distributed Algorithms for Solving Modular Congruences over Networks.,6,mismatch
6,27703,https://dblp.org/rec/conf/amcc/LiZZ20,Distributed Multi-Battery Coordination for Cooperative Energy Management via ADMM-based Iterative Learning.,6,mismatch
14,27716,https://dblp.org/rec/conf/amcc/LiangCQ21,Early Termination of Convex QP Solvers in Mixed-Integer Programming for Real-Time Decision Making.,14,mismatch
6,27721,https://dblp.org/rec/conf/amcc/LiangOS20,Achieving output consensus of heterogeneous network of two dimensional agents via static diffusive controller.,6,mismatch
28,27722,https://dblp.org/rec/conf/amcc/LiangSDLR21,Rough-Terrain Locomotion and Unilateral Contact Force Regulations With a Multi-Modal Legged Robot.,28,mismatch
6,27753,https://dblp.org/rec/conf/amcc/LimKN21,LPV Controller Design for Diesel Engine SCR Aftertreatment Systems based on Quasi-LPV Models.,6,mismatch
8,27760,https://dblp.org/rec/conf/amcc/LimogeGHNP20,Inferential Methods for Additive Manufacturing Feedback.,8,mismatch
21,27768,https://dblp.org/rec/conf/amcc/LinA21,EM-based algorithms for single particle tracking of Ornstein-Uhlenbeck motion from sCMOS camera data.,21,mismatch
6,27770,https://dblp.org/rec/conf/amcc/LinB20,Decentralized Control of Constrained Linear Systems via Assume-Guarantee Contracts.,6,mismatch
6,27771,https://dblp.org/rec/conf/amcc/LinB20a,Metric Interval Temporal Logic based Reinforcement Learning with Runtime Monitoring and Self-Correction.,6,mismatch
28,27791,https://dblp.org/rec/conf/amcc/LinDLG21,Optimal Task-Invariant Energetic Control for a Knee-Ankle Exoskeleton.,28,mismatch
28,27828,https://dblp.org/rec/conf/amcc/LinWZD20,Measuring Similarity of Interactive Driving Behaviors Using Matrix Profile.,28,mismatch
28,27836,https://dblp.org/rec/conf/amcc/LindemannD20,Efficient Automata-based Planning and Control under Spatio-Temporal Logic Specifications.,28,mismatch
6,27865,https://dblp.org/rec/conf/amcc/Liu0Z20,On a Notion of Approximate Opacity for Discrete-Time Stochastic Control Systems.,6,mismatch
32,27882,https://dblp.org/rec/conf/amcc/LiuCZ20,An Audio-Based Fault Diagnosis Method for Quadrotors Using Convolutional Neural Network and Transfer Learning.,32,mismatch
6,27890,https://dblp.org/rec/conf/amcc/LiuFW21,Periodic Load Rejection for Floating Offshore Wind Turbines via Constrained Subspace Predictive Repetitive Control.,6,mismatch
6,27907,https://dblp.org/rec/conf/amcc/LiuH21,Event-Triggered Exponential Practical Tracking for Uncertain Euler-Lagrange Systems.,6,mismatch
45,27936,https://dblp.org/rec/conf/amcc/LiuL21,Human Motion Prediction Using Adaptable Recurrent Neural Networks and Inverse Kinematics.,45,mismatch
22,27950,https://dblp.org/rec/conf/amcc/LiuLWZ20,Vehicle-Human Interactive Behaviors in Emergency: Data Extraction from Traffic Accident Videos.,22,mismatch
28,27955,https://dblp.org/rec/conf/amcc/LiuMB21,Recurrent Neural Network Controllers for Signal Temporal Logic Specifications Subject to Safety Constraints.,28,mismatch
21,27960,https://dblp.org/rec/conf/amcc/LiuNJJ21,Latency-Robust Control of High-Speed Signal-Free Intersections.,21,mismatch
6,27965,https://dblp.org/rec/conf/amcc/LiuO21,On the Value of Preview Information For Safety Control.,6,mismatch
6,27966,https://dblp.org/rec/conf/amcc/LiuOO21,Preview Reference Governors.,6,mismatch
6,28017,https://dblp.org/rec/conf/amcc/LiuZ21,Verification of Approximate Opacity via Barrier Certificates.,6,mismatch
21,28031,https://dblp.org/rec/conf/amcc/LoCA20,A Norm-Regulation-Based Limit Cycle Control of Vertical Hoppers.,21,mismatch
32,28032,https://dblp.org/rec/conf/amcc/LoCiceroB21,Sparsity Promoting $\mathscr{H}_{2}$-Conic Control.,32,mismatch
35,28101,https://dblp.org/rec/conf/amcc/LuLZ20,Privacy-Preserving Transactive Energy System.,35,mismatch
21,28158,https://dblp.org/rec/conf/amcc/LuoHZ20,On-board Supercapacitors Cooperative Charging Algorithm: Stability Analysis and Weight Optimization.,21,mismatch
28,28164,https://dblp.org/rec/conf/amcc/LuoZ021,A Secure High-dimension Consensus Mechanism against Adversaries.,28,mismatch
6,28173,https://dblp.org/rec/conf/amcc/LutzM21,Optimal Trajectory Planning and Model Predictive Control of Underactuated Marine Surface Vessels using a Flatness-Based Approach.,6,mismatch
35,28178,https://dblp.org/rec/conf/amcc/LvXLGA20,A Task-Invariant Learning Framework of Lower-Limb Exoskeletons for Assisting Human Locomotion.,35,mismatch
6,28179,https://dblp.org/rec/conf/amcc/LymperopoulosPI20,Distributed Adaptive Control of Air Handling Units for Interconnected Building Zones.,6,mismatch
28,28223,https://dblp.org/rec/conf/amcc/MaWCRBABBRC21,Reinforcement Learning-Based Fed-Batch Optimization with Reaction Surrogate Model.,28,mismatch
6,28295,https://dblp.org/rec/conf/amcc/MaghenemTAS21,Adaptive Safety Using Control Barrier Functions and Hybrid Adaptation.,6,mismatch
6,28332,https://dblp.org/rec/conf/amcc/MahmudHNBK21,A Safety Aware Model-Based Reinforcement Learning Framework for Systems with Uncertainties.,6,mismatch
35,28365,https://dblp.org/rec/conf/amcc/MakarowRB20,Single Degree of Freedom Model Predictive Control with Variable Horizon.,35,mismatch
6,28368,https://dblp.org/rec/conf/amcc/MakkapatiMDT20,C-DOC: Co-State Desensitized Optimal Control.,6,mismatch
45,28372,https://dblp.org/rec/conf/amcc/MaldonadoKSYM21,Next-Cycle Optimal Fuel Control for Cycle-to-Cycle Variability Reduction in EGR-Diluted Combustion.,45,mismatch
6,28383,https://dblp.org/rec/conf/amcc/MalisoffK20,Delayed Multivariable Extremum Seeking with Sequential Predictors.,6,mismatch
6,28392,https://dblp.org/rec/conf/amcc/MallT20a,Entry Trajectory Optimization for Mars Science Laboratory Class Missions Using Indirect Uniform Trigonometrization Method.,6,mismatch
13,28397,https://dblp.org/rec/conf/amcc/MallikC21,Top-down modeling of distributed neural dynamics for motion control.,13,mismatch
6,28412,https://dblp.org/rec/conf/amcc/ManciniC21,Adaptive Sliding Mode-based Control System for Flexible Spacecraft.,6,mismatch
28,28413,https://dblp.org/rec/conf/amcc/MandaliDM20,Robust Controller Design for Automatic Voltage Regulation.,28,mismatch
6,28473,https://dblp.org/rec/conf/amcc/Markdahl20,Consensus seeking gradient descent flows on boundaries of convex sets.,6,mismatch
6,28475,https://dblp.org/rec/conf/amcc/MarleyST21,Synergistic control barrier functions with application to obstacle avoidance for nonholonomic vehicles.,6,mismatch
6,28481,https://dblp.org/rec/conf/amcc/MarsillachCKW21,Fail-Safe Spacecraft Rendezvous on Near-Rectilinear Halo Orbits.,6,mismatch
6,28486,https://dblp.org/rec/conf/amcc/MartinA21,Dissipativity verification with guarantees for polynomial systems from noisy input-state data.,6,mismatch
6,28503,https://dblp.org/rec/conf/amcc/MartinsA21,Dynamic Management of Multiple Resources in Camera Surveillance Systems.,6,mismatch
6,28506,https://dblp.org/rec/conf/amcc/Maruf021,Using Feedback to Block Controllability at Remote Nodes in Network Synchronization Processes.,6,mismatch
6,28507,https://dblp.org/rec/conf/amcc/Maruf021a,Almost-Surgical Eigenstructure Assignment for Linear Time Invariant Systems Using State Feedback.,6,mismatch
6,28509,https://dblp.org/rec/conf/amcc/MarufR20,Pole and Residue Estimation from Impulse Response Data: New Error Bounding Techniques.,6,mismatch
6,28512,https://dblp.org/rec/conf/amcc/MarviK20,Safe Off-policy Reinforcement Learning Using Barrier Functions.,6,mismatch
6,28528,https://dblp.org/rec/conf/amcc/Masoud21,"A Harmonic Potential, Space-Time Navigation Control with Obstacle Forecast, Avoidance and Guaranteed Time of Arrival.",6,mismatch
28,28547,https://dblp.org/rec/conf/amcc/MateiMZKR20,Deep Learning for Control: a non-Reinforcement Learning View.,28,mismatch
6,28549,https://dblp.org/rec/conf/amcc/MateiZKSB20,Learning physical laws: the case of micron size particles in dielectric fluid.,6,mismatch
32,28567,https://dblp.org/rec/conf/amcc/MatinS20,Nonlinear Optimal Velocity Car Following Dynamics (I): Approximation in Presence of Deterministic and Stochastic Perturbations.,32,mismatch
32,28568,https://dblp.org/rec/conf/amcc/MatinS20a,Nonlinear Optimal Velocity Car Following Dynamics (II): Rate of Convergence In the Presence of Fast Perturbation.,32,mismatch
6,28585,https://dblp.org/rec/conf/amcc/MattioniWG21,"Modelling, Control and Stability Analysis of Flexible Rotating Beam's Impacts During Contact Scenario.",6,mismatch
22,28588,https://dblp.org/rec/conf/amcc/Matusiak21,An optimized MATLAB tool for efficient evaluation of fractional-order differential equations of time-varying orders.,22,mismatch
6,28590,https://dblp.org/rec/conf/amcc/MavridisB21,Vector Quantization for Adaptive State Aggregation in Reinforcement Learning.,6,mismatch
6,28623,https://dblp.org/rec/conf/amcc/MazencMN20,Sampled-Data Estimator for Nonlinear Systems with Arbitrarily Fast Rate of Convergence.,6,mismatch
6,28640,https://dblp.org/rec/conf/amcc/McBrideV20,Trade-offs in Robustness to Perturbations of Bacterial Population Controllers.,6,mismatch
6,28654,https://dblp.org/rec/conf/amcc/McEneaneyD20,Conversion of a Class of Stochastic Control Problems to Fundamental-Solution Deterministic Control Problems.,6,mismatch
35,28687,https://dblp.org/rec/conf/amcc/MeeraW20,Free Energy Principle Based State and Input Observer Design for Linear Systems with Colored Noise.,35,mismatch
28,28698,https://dblp.org/rec/conf/amcc/MehdipourVB21,Specifying User Preferences using Weighted Signal Temporal Logic.,28,mismatch
6,28746,https://dblp.org/rec/conf/amcc/MengL20,Almost Output Consensus of Nonlinear Multi-Agent Systems in the Presence of External Disturbances.,6,mismatch
6,28747,https://dblp.org/rec/conf/amcc/MengLL21,Control of Nonlinear Systems with Reach-Avoid-Stay Specifications: A Lyapunov-Barrier Approach with an Application to the Moore-Greizer Model.,6,mismatch
6,28748,https://dblp.org/rec/conf/amcc/MengLS21,Distributed Cooperative Control of Battery Energy Storage Systems in DC Microgrids.,6,mismatch
35,28778,https://dblp.org/rec/conf/amcc/MernSK20,Exchangeable Input Representations for Reinforcement Learning.,35,mismatch
45,28810,https://dblp.org/rec/conf/amcc/Meyer21,A new H∞ Observer for continuous LPV systems affected by Unknown Inputs.,45,mismatch
45,28811,https://dblp.org/rec/conf/amcc/Meyer21a,Guaranteed Interval State Estimation for Linear Parameter Varying Systems with Unknown Inputs.,45,mismatch
6,28828,https://dblp.org/rec/conf/amcc/MiaoCL21,On Numerical Examination of Uniform Ensemble Controllability for Linear Ensemble Systems.,6,mismatch
21,28830,https://dblp.org/rec/conf/amcc/MiaoL20,A Geometric Approach to Linear Ensemble Control Analysis and Design.,21,mismatch
28,28853,https://dblp.org/rec/conf/amcc/MihalecTY21,Recoverability-Based Optimal Control for a Bipedal Walking Model With Foot Slip.,28,mismatch
6,28856,https://dblp.org/rec/conf/amcc/MikhaylenkoZ20,Stealthy Local Covert Attacks on Cyber-Physical Systems.,6,mismatch
6,28862,https://dblp.org/rec/conf/amcc/MillerAS21,Mediating Ribosomal Competition by Splitting Pools.,6,mismatch
28,28877,https://dblp.org/rec/conf/amcc/MinPM21,Accurate Reduced-Order Models for Heterogeneous Coherent Generators.,28,mismatch
32,28901,https://dblp.org/rec/conf/amcc/MirzaeiLP20,Validation and Sensitivity Analysis of a Fractional Order Model of a Lithium Ion Battery via Impedance Spectra and Temporal Duty Cycles.,32,mismatch
21,28916,https://dblp.org/rec/conf/amcc/MishraS21,"Parametric Iterative Learning Control: A Method for Adaptation of Feedforward Control, and Application to Gearshift Control.",21,mismatch
35,28917,https://dblp.org/rec/conf/amcc/MishraSGLO20,A Geometric Controller for Fully-Actuated Robotic Capture of a Tumbling Target.,35,mismatch
45,28935,https://dblp.org/rec/conf/amcc/MitraiSD21,A sparse H∞ controller synthesis perspective on the reconfiguration of brain networks.,45,mismatch
6,28963,https://dblp.org/rec/conf/amcc/MoghadamM21,Robust Control of the Flywheel Inverted Pendulum System Considering Parameter Uncertainty.,6,mismatch
21,28966,https://dblp.org/rec/conf/amcc/MohajerpoorC20,A Traffic Signal Control Strategy to Avoid Spillback on Short Links.,21,mismatch
6,28989,https://dblp.org/rec/conf/amcc/MohseniB21,Retrospective Cost Adaptive Harmonic Disturbance Rejection Using Dereverberated Target Models.,6,mismatch
6,28994,https://dblp.org/rec/conf/amcc/Mojica-NavaYU21,Robust Asynchronous and Network-Independent Cooperative Learning.,6,mismatch
11,29002,https://dblp.org/rec/conf/amcc/MollFP20,Optimal Evasion Against Dual Pure Pursuit.,11,mismatch
6,29005,https://dblp.org/rec/conf/amcc/MolloyN21,Smoothing-Averse Control: Covertness and Privacy from Smoothers.,6,mismatch
6,29006,https://dblp.org/rec/conf/amcc/MolnarSOA21,Safety-Critical Control of Compartmental Epidemiological Models with Measurement Delays.,6,mismatch
